camp_code,majr_code_1,completed,grantpct,transfer,gpa_final,gpa_first_term,gpa_first_year,cityapp,statapp,natnapp,hscity,hsstate,hsnatn,hsgpa,minor,maj2,ethnicity,act_composite,sat_total
"1","BUS","master only (1)",0,0,1.185185,1.833333,1.185185,"Toronto","","CANADA","","","","75.40",0,0,"1. Non Resident Alien",24,
"2","PSY","matched (3)",83,0,3.390572,3.333333,3.392157,"Chicago","IL","","Chicago","IL","","88.00",0,0,"8. White",23,
"1","PSY","matched (3)",9,0,3.602996,4,4,"Houston","TX","","Houston","TX","","90.00",1,0,"8. White",30,1380
"2","0000","matched (3)",24,0,3.427185,3.4375,3.4375,"New Rochelle","NY","","Riverdale","NY","","87.00",0,0,"8. White",21,
"2","0000","matched (3)",81,0,3.631148,3.490196,3.585586,"Silver Spring","MD","","Rockville","MD","","89.00",0,0,"8. White",25,
"2","0000","master only (1)",83,0,3.886111,3.9375,3.931373,"Thornhill","ON","CANADA","Downsview","ON","CANADA","85.18",0,0,"1. Non Resident Alien",,
"1","0000","master only (1)",92,0,3.922414,4,3.972973,"Bronx","NY","","Teaneck","NJ","","92.00",0,0,"8. White",,1470
"2","EDU","matched (3)",46,0,3.36218,3.666667,3.472222,"Woodmere","NY","","Holliswood","NY","","80.00",0,0,"8. White",23,
"2","BIO","master only (1)",80,0,3.066667,3.6,3.505376,"Hollywood","FL","","Boca Raton","FL","","86.00",0,0,"8. White",,1100
"1","PSY","master only (1)",48,0,2.701149,2.733333,3.111111,"Silver Spring","MD","","Rockville","MD","","87.00",0,0,"8. White",25,
"2","0000","master only (1)",88,0,3.763889,3.666667,3.76,"Bala Cynwyd","PA","","Philadelphia","PA","","88.23",0,0,"8. White",,1150
"1","CHE","matched (3)",0,0,3.346939,3.0625,2.965517,"Beachwood","OH","","Beachwood","OH","","89.00",0,0,"8. White",28,
"1","BUS","master only (1)",0,0,0,0,0,"neuilly","","FRANCE",".","","FRANCE","85.00",0,0,"1. Non Resident Alien",,
"1","JST","matched (3)",75,0,3.734568,4,3.791667,"Silver Spring","MD","","Rockville","MD","","93.00",0,0,"8. White",32,
"1","BUS","master only (1)",92,0,3.240385,3.111111,3.182796,"Omer","","ISRAEL","Foreign City","","Unknown Nation","33.00",0,0,"1. Non Resident Alien",,
"2","0000","master only (1)",92,0,3.791667,3.666667,3.791667,"Silver Spring","MD","","Rockville","MD","","90.00",0,0,"8. White",,1110
"1","MAN","master only (1)",75,0,3.324074,3,3.433333,"West Hempstead","NY","","Woodmere","NY","","84.26",0,0,"8. White",25,
"1","BIO","master only (1)",72,0,3.872852,3.708333,3.822917,"Cherry Hill","NJ","","Bala Cynwyd","PA","","95.00",0,0,"2. Unknown",,1350
"1","BUS","matched (3)",73,0,3.923611,4,3.95935,"Los Angeles","CA","","Los Angeles","CA","","90.00",0,0,"8. White",28,
"1","POL","master only (1)",68,0,3.833333,3.933333,3.9,"Monsey","NY","","","","","90.72",0,0,"8. White",,1170
"1","BUS","matched (3)",92,0,3.66,3.833333,3.555556,"Côte Saint-Luc","QC","CANADA","Cote St. Luc","QC","CANADA","81.13",0,0,"1. Non Resident Alien",23,
"1","BUS","matched (3)",57,0,3.887755,4,4,"Beachwood","OH","","Beachwood","OH","","92.00",0,0,"8. White",33,
"2","BIO","matched (3)",17,0,3.02439,2.979167,2.770833,"Cedarhurst","NY","","Holliswood","NY","","93.00",0,0,"8. White",30,1340
"2","BUS","matched (3)",53,"master only (1)",3.27551,3.133333,3.212121,"Buffalo Grove","IL","","Lincolnshire","IL","","85.58",0,0,"2. Unknown",23,
"2","PSY","master only (1)",3,0,3.42,3.666667,3.424242,"Phoenix","AZ","","","","","",0,0,"2. Unknown",,1080
"2","BIO","matched (3)",80,0,4,4,4,"Great Neck","NY","","Holliswood","NY","","95.00",0,0,"8. White",32,
"1","MAN","master only (1)",87,0,2.295238,1.4,2.185185,"Los Angeles","CA","","Valley Village","CA","","80.11",0,0,"8. White",,930
"1","0000","master only (1)",64,0,3.823529,4,3.888889,"Great Neck","NY","","Great Neck","NY","","90.60",0,0,"9. Two or more races",,1340
"2","MAN","master only (1)",75,0,3.799458,3.833333,3.878788,"Staten Island","NY","","Livingston","NJ","","84.44",0,0,"2. Unknown",,920
"2","SHA","matched (3)",25,0,3.953795,4,3.962963,"New Hyde Park","NY","","Holliswood","NY","","95.00",0,0,"8. White",32,
"1","BUS","matched (3)",73,0,3.323529,3.607843,3.421569,"Brooklyn","NY","","Brooklyn","NY","","95.85",0,0,"8. White",,1280
"1","0000","matched (3)",92,0,3.251956,2.833333,3.025641,"Portland","OR","","Weehawken","NJ","","90.00",0,0,"8. White",21,
"2","0000","matched (3)",86,0,3.584906,3.666667,3.733333,"Miami Beach","FL","","Miami Beach","FL","","92.00",0,0,"8. White",,1360
"1","0000","master only (1)",0,0,3.391667,3.666667,3.391667,"Lawrence","NY","","Woodmere","NY","","80.31",0,0,"8. White",24,
"1","BUS","matched (3)",49,"master only (1)",3.206349,3.5,3.394737,"Fort Lauderdale","FL","","Boca Raton","FL","","85.84",0,0,"8. White",,1190
"2","0000","master only (1)",71,0,3.693215,3.333333,3.433333,"Brooklyn","NY","","Brooklyn","NY","","88.00",0,0,"8. White",,1190
"2","EDU","matched (3)",46,0,3.952,4,3.944444,"Paramus","NJ","","Paramus","NJ","","96.85",0,0,"8. White",25,
"1","COM","matched (3)",91,0,3.710884,3.230769,3.444444,"Teaneck","NJ","","Teaneck","NJ","","90.72",0,0,"8. White",30,
"1","PSY","matched (3)",88,0,3.492424,3.666667,3.645161,"Bergenfield","NJ","","Teaneck","NJ","","85.00",0,0,"8. White",,1380
"1","0000","matched (3)",75,0,3.557789,4,3.52657,"Teaneck","NJ","","Teaneck","NJ","","77.00",0,0,"8. White",22,
"2","0000","master only (1)",69,0,3.394667,3.354167,3.276191,"Brooklyn","NY","","Brooklyn","NY","","89.00",0,0,"8. White",,1260
"2","SOC","master only (1)",23,0,3.913043,3.95,3.929825,"Great Neck","NY","","New York","NY","","89.00",0,0,"8. White",31,
"2","0000","master only (1)",69,0,2.159754,2.866667,2.037037,"Staten Island","NY","","Livingston","NJ","","84.00",0,0,"8. White",,1040
"2","0000","matched (3)",54,0,3.542484,3.75,3.633333,"Miami","FL","","N. Miami Beach","FL","","84.00",0,0,"8. White",,1230
"2","0000","matched (3)",40,0,3.853583,3.888889,3.944444,"Chicago","IL","","Chicago","IL","","94.04",0,0,"8. White",30,
"1","0000","master only (1)",49,0,3.291188,2.428571,2.428571,"Flushing","NY","","Hewlett","NY","","84.85",0,0,"8. White",,1090
"1","0000","matched (3)",46,0,3.629252,4,3.738739,"Bergenfield","NJ","","Teaneck","NJ","","89.00",0,0,"8. White",32,
"1","PRE","master only (1)",69,0,3.850877,3.916667,3.814815,"Clifton","NJ","","Kew Gardens","NY","","98.6",0,0,"2. Unknown",,1560
"2","CHE","matched (3)",83,0,3.891892,4,4,"Great Neck","NY","","Great Neck","NY","","97.00",0,0,"2. Unknown",28,
"2","0000","matched (3)",46,0,3.930159,4,3.948718,"Woodmere","NY","","Cedarhurst","NY","","96.69",0,0,"8. White",,1510
"2","BIO","matched (3)",63,0,3.981308,4,4,"Woodmere","NY","","Hewlett Bay Park","NY","","96",0,0,"8. White",32,
"2","0000","master only (1)",72,"master only (1)",3.6,3.8,3.6,"Granite Springs","NY","","","","","",0,0,"2. Unknown",,1220
"1","BUS","master only (1)",106,0,3.716895,4,4,"Johannesburg","","SOUTH AFRICA","Foreign City","","Unknown Nation","87.60",0,0,"1. Non Resident Alien",,
"2","COM","matched (3)",54,0,3.616071,3.833333,3.353741,"West Hempstead","NY","","Holliswood","NY","","92.00",0,0,"8. White",23,
"1","0000","matched (3)",87,0,3.622222,3.738095,3.816092,"Teaneck","NJ","","Paramus","NJ","","91.28",0,0,"8. White",27,
"1","COM","master only (1)",69,0,3.312715,3.422222,3.264368,"Woodmere","NY","","Woodmere","NY","","89.75",0,0,"8. White",30,
"2","0000","matched (3)",100,0,3.948276,4,3.972222,"Toronto","ON","CANADA",".","","CANADA","87.90",0,0,"1. Non Resident Alien",,
"1","MAN","master only (1)",40,0,3.350877,3.4,3.518518,"Kings Point","NY","","Great Neck","NY","","82.00",0,0,"2. Unknown",,980
"2","PSY","matched (3)",92,0,3.92381,4,4,"West Orange","NJ","","Elizabeth","NJ","","96.42",0,0,"8. White",28,
"1","BUS","matched (3)",99,0,3.513605,3.8,3.733333,"West Hempstead","NY","","Lawrence","NY","","90.89",0,0,"8. White",26,
"2","0000","matched (3)",87,0,3.184028,2.666667,3.125,"Los Angeles","CA","","Los Angeles","CA","","88.00",0,0,"8. White",,1110
"2","SHA","matched (3)",54,0,3.940476,3.733333,3.936508,"Irvine","CA","","San Diego","CA","","91.00",0,0,"8. White",,1130
"1","PRE","master only (1)",78,0,3.919872,4,3.962963,"Bergenfield","NJ","","Teaneck","NJ","","98.00",0,0,"8. White",,1500
"1","POL","matched (3)",99,0,3.988764,4,4,"University Heights","OH","","Beachwood","OH","","94.00",0,0,"8. White",34,
"2","BUS","matched (3)",80,0,3.466667,3.6,3.533333,"Merrick","NY","","","","","89.47",0,0,"2. Unknown",,1050
"1","BUS","master only (1)",75,0,3.444444,3.666667,3.444444,"Englewood","NJ","","Paramus","NJ","","92.00",0,0,"8. White",27,
"2","0000","master only (1)",0,0,3.916667,3.866667,3.933333,"Long Branch","NJ","","Ocean","NJ","","86.00",0,0,"8. White",,950
"1","PSY","matched (3)",23,0,3.778947,3.666667,3.722222,"Plainview","NY","","Lawrence","NY","","93.08",0,0,"8. White",24,
"1","MAN","master only (1)",52,0,2.557214,3.466667,3.222222,"Hollywood","FL","","","","","83.40",0,0,"2. Unknown",,
"2","BIO","master only (1)",71,0,2.039886,3,2.613333,"Forest Hills","NY","","Cedarhurst","NY","","80.00",0,0,"8. White",21,
"2","BIO","matched (3)",85,0,3.657658,3.533333,3.666667,"Bronx","NY","","Riverdale","NY","","87.00",0,0,"8. White",,1020
"2","PHY","master only (1)",81,0,3.842222,4,3.82,"Hillside","NJ","","Elizabeth","NJ","","94.00",0,0,"8. White",33,1470
"1","BUS","matched (3)",92,0,3.819149,3.4375,3.678571,"London","","UNITED KINGDOM","","","","92.00",0,0,"1. Non Resident Alien",,
"2","BIO","master only (1)",92,0,2.625,2.833333,2.625,"Skokie","IL","","Chicago","IL","","80.00",0,0,"8. White",22,
"1","COM","master only (1)",57,0,3.892473,3.948718,3.827161,"Thornhill","ON","CANADA","Downsview","ON","CANADA","94",0,0,"2. Unknown",33,
"1","PRE","matched (3)",80,"master only (1)",3.509363,3,2.908046,"Suffern","NY","","Brooklyn","NY","","95.62",0,0,"2. Unknown",,
"1","MAN","master only (1)",80,0,2.555556,2.866667,2.791667,"South Euclid","OH","","Beachwood","OH","","75.33",0,0,"8. White",22,
"1","BUS","master only (1)",74,0,3.419355,3.8,3.419355,"Manhasset Hills","NY","","Woodmere","NY","","85.55",0,0,"8. White",29,
"1","BUS","master only (1)",36,0,2,2,2,"panama","","PANAMA","","","","78.92",0,0,"2. Unknown",,
"1","PHY","matched (3)",92,0,3.662551,4,3.738095,"","","","Lawrence","NY","","95.96",0,0,"2. Unknown",32,1530
"2","0000","matched (3)",92,"master only (1)",3.854839,3.883333,3.885965,"Ciudad Autónoma de Buenos Aires","","ARGENTINA","","","","90.00",0,0,"1. Non Resident Alien",,
"1","MAT","master only (1)",57,0,3.991667,3.969697,3.986111,"Forest Hills","NY","","Riverdale","NY","","95.68",0,0,"8. White",35,
"2","0000","matched (3)",0,0,3.503268,3.666667,3.7,"Woodmere","NY","","Holliswood","NY","","93.00",0,0,"8. White",23,
"1","COM","master only (1)",69,0,3.713836,4,3.777778,"Teaneck","NJ","","New York","NY","","89.90",0,0,"8. White",29,
"1","0000","matched (3)",17,0,3.896057,3.866667,3.9,"Beachwood","OH","","Beachwood","OH","","87.00",0,0,"8. White",30,
"1","BIO","matched (3)",85,0,3.72549,3.745098,3.735294,"Southfield","MI","","","","","92.60",0,0,"8. White",,1200
"1","BUS","matched (3)",96,0,3.105919,2.990476,2.861538,"Chicago","IL","","Chesterfield","MO","","92.00",0,0,"8. White",,1170
"2","SPP","matched (3)",99,0,3.553571,3.428571,3.625,"Columbus","OH","","Columbus","OH","","90.00",0,0,"8. White",18,1050
"1","POL","matched (3)",46,0,3.698925,3.5,3.646465,"Oakhurst","NJ","","Ocean","NJ","","89.00",0,0,"8. White",33,
"1","PRE","master only (1)",46,0,3.845912,4,3.912699,"Teaneck","NJ","","Paramus","NJ","","90.18",0,0,"8. White",32,
"1","0000","matched (3)",57,0,3.79023,3.333333,3.333333,"New York","NY","","New York","NY","","95.78",0,0,"8. White",35,
"2","0000","matched (3)",65,0,3.470588,3.333333,3.633333,"Baltimore","MD","","Baltimore","MD","","92.67",0,0,"2. Unknown",,1110
"1","COM","master only (1)",78,0,3.920139,4,3.869048,"Great Neck","NY","","Lawrence","NY","","95.00",0,0,"8. White",,1450
"2","0000","master only (1)",0,0,3.344729,3.466667,3.466667,"Deal","NJ","","Ocean","NJ","","83.00",0,0,"8. White",,1140
"2","0000","master only (1)",93,0,3.447917,2.866667,3.066667,"Eatontown","NJ","","Ocean","NJ","","83.00",0,0,"8. White",,1170
"2","0000","master only (1)",0,0,3.75,3.75,3.75,"West Long Branch","NJ","","Ocean","NJ","","90.00",0,0,"8. White",,1180
"1","BUS","matched (3)",83,0,3.984277,4,3.983333,"Skokie","IL","","Chicago","IL","","95.00",0,0,"8. White",25,
"2","SHA","matched (3)",0,0,3.98913,4,4,"Chicago","IL","","Chicago","IL","","98.00",0,0,"8. White",,1220
"2","0000","matched (3)",92,0,3.382488,3.4,3.481482,"Baltimore","MD","","Rockville","MD","","91.00",0,0,"8. White",21,
"2","COM","matched (3)",69,0,3.973451,4,3.959184,"Teaneck","NJ","","Teaneck","NJ","","93.00",0,0,"8. White",,1500
"2","0000","master only (1)",0,0,3.131499,3.6,3.454545,"Teaneck","NJ","","Riverdale","NY","","89.00",0,0,"8. White",25,
"1","JST","matched (3)",46,0,3.982079,3.961905,3.944444,"Shaker Heights","OH","","Beachwood","OH","","93.00",0,0,"8. White",31,
"2","0000","master only (1)",92,0,3.891534,3.947368,3.974359,"Montevideo","","URUGUAY","Foreign City","","Unknown Nation","85",0,0,"1. Non Resident Alien",,1360
"2","MAN","master only (1)",57,0,1.98718,2.444444,1.818182,"Great Neck","NY","","Great Neck","NY","","78.00",0,0,"2. Unknown",,900
"1","0000","master only (1)",80,0,2.809524,2.809524,2.941799,"Charleston","SC","","Memphis","TN","","85.00",0,0,"8. White",25,
"1","MAN","master only (1)",49,0,3.497076,3.8,3.777778,"Bergenfield","NJ","","Paramus","NJ","","85.37",0,0,"8. White",,940
"2","BIO","matched (3)",17,0,3.874214,4,3.77193,"New Rochelle","NY","","Riverdale","NY","","98.00",0,0,"8. White",29,
"1","0000","master only (1)",92,0,3.978193,4,3.973684,"Teaneck","NJ","","Teaneck","NJ","","88.53",0,0,"8. White",34,
"1","0000","matched (3)",93,0,3.434959,3.357143,3.423077,"Great Neck","NY","","Great Neck","NY","","90.00",0,0,"8. White",26,
"2","PSY","matched (3)",65,0,3.878788,3.736842,3.868421,"Bergenfield","NJ","","Paramus","NJ","","94.04",0,0,"8. White",30,
"2","PSY","matched (3)",54,0,3.990741,4,4,"Bergenfield","NJ","","Elizabeth","NJ","","96.80",0,0,"8. White",,1490
"2","BUS","matched (3)",92,0,3.813725,3.8,3.848485,"Los Angeles","CA","","Los Angeles","CA","","93.60",0,0,"2. Unknown",,1420
"1","MAT","master only (1)",34,0,3.741935,3.452381,3.701149,"Edison","NJ","","New York","NY","","96.00",0,0,"8. White",,1460
"1","COM","master only (1)",17,0,2.79078,2.166667,2.166667,"Atlanta","GA","","Skokie","IL","","92.00",0,0,"8. White",31,
"2","BIO","matched (3)",106,0,3.653846,3.645833,3.362745,"Far Rockaway","NY","","Far Rockaway","NY","","98.00",0,0,"8. White",,1310
"1","BUS","matched (3)",92,0,3.099656,3.166667,3.074074,"Thornhill","ON","CANADA","Downsview","ON","CANADA","79.53",0,0,"8. White",,1070
"2","BUS","master only (1)",65,"master only (1)",3.4,3.4,3.4,"Las Vegas","NV","","Las Vegas","NV","","93.33",0,0,"8. White",,1070
"1","0000","matched (3)",75,0,3.90535,3.708333,3.808081,"Great Neck","NY","","Lawrence","NY","","91.00",0,0,"8. White",,1310
"2","0000","matched (3)",69,0,3.922118,4,4,"Teaneck","NJ","","Paramus","NJ","","95.41",0,0,"8. White",24,
"1","0000","matched (3)",75,0,3.888889,3.933333,3.966667,"Miami Beach","FL","","Miami Beach","FL","","87.00",0,0,"8. White",,1170
"1","MAT","matched (3)",80,0,3.976191,4,4,"Providence","RI","","Iowa City","IA","","95.00",0,0,"8. White",,1440
"2","0000","matched (3)",69,0,3.973684,4,4,"Highland Park","NJ","","Teaneck","NJ","","92.23",0,0,"8. White",,1400
"2","PSY","matched (3)",69,0,3.930818,3.933333,3.969697,"Silver Spring","MD","","Rockville","MD","","88.00",0,0,"8. White",,1360
"1","BIO","matched (3)",57,0,3.979592,4,3.985185,"Boca Raton","FL","","Boca Raton","FL","","98.00",0,0,"8. White",35,
"2","0000","matched (3)",0,0,3.63754,4,3.75,"Woodmere","NY","","Hewlett Bay Park","NY","","90.00",0,0,"8. White",22,
"1","COM","master only (1)",46,0,3.913461,4,4,"West Hempstead","NY","","Woodmere","NY","","96.56",1,0,"8. White",30,1450
"2","COM","matched (3)",0,0,3.045521,3,3.458333,"Southfield","MI","","Southfield","MI","","87.00",0,0,"8. White",30,
"1","PSY","matched (3)",86,0,3.690972,4,4,"woodmere","NY","","Woodmere","NY","","92",0,0,"8. White",32,
"1","BUS","matched (3)",46,0,3.768977,3.833333,3.908333,"Teaneck","NJ","","Teaneck","NJ","","86.25",0,0,"8. White",,1220
"2","MAN","master only (1)",60,0,3.090909,3.5,3.090909,"Brooklyn","NY","","Brooklyn","NY","","84.20",0,0,"8. White",,1040
"1","BIO","matched (3)",96,"master only (1)",3.880702,3.923077,3.744444,"Roslyn Heights","NY","","Roslyn Heights","NY","","95.00",0,0,"2. Unknown",26,
"1","0000","master only (1)",96,0,3.908497,3.823529,3.803921,"Teaneck","NJ","","Teaneck","NJ","","94.09",0,0,"8. White",32,
"1","0000","matched (3)",55,0,3.469256,3.833333,3.666667,"Hollywood","FL","","Boca Raton","FL","","87.00",0,0,"8. White",,1110
"2","0000","master only (1)",17,0,3.182131,3.733333,3.566667,"Bal Harbour","FL","","North Miami Beach","FL","","95.00",0,0,"8. White",,1520
"2","PSY","matched (3)",70,0,3.621212,3.833333,3.774775,"Passaic","NJ","","Memphis","TN","","86.00",0,0,"8. White",23,
"2","PHY","matched (3)",80,0,3.441624,3.666667,2.979167,"Los Angeles","CA","","Los Angeles","CA","","92.00",0,0,"8. White",,1020
"2","PSY","matched (3)",0,0,3.887719,4,4,"New Rochelle","NY","","Riverdale","NY","","92.00",0,0,"8. White",21,
"1","0000","matched (3)",17,0,3.209622,4,3.5,"Boca Raton","FL","","Boca Raton","FL","","86.34",0,0,"8. White",27,
"2","BUS","matched (3)",85,0,3.842767,3.833333,3.833333,"Tarzana","CA","","Los Angeles","CA","","91.00",0,0,"8. White",,1200
"2","JST","matched (3)",67,0,3.057348,3.666667,3.7,"Teaneck","NJ","","Livingston","NJ","","87.71",0,0,"2. Unknown",,
"1","BUS","matched (3)",0,0,3.752475,3.923077,3.884615,"Baltimore","MD","","Baltimore","MD","","92.00",0,0,"8. White",,1090
"2","BIO","master only (1)",88,0,2.714286,3.041667,3.030303,"Boca Raton","FL","","Boca Raton","FL","","84.00",0,0,"8. White",25,
"1","0000","master only (1)",46,0,3.561224,4,3.767677,"Teaneck","NJ","","New York","NY","","90.97",0,0,"8. White",34,
"2","PSY","matched (3)",62,0,3.75873,3.604167,3.529412,"Los Angeles","CA","","West Hills","CA","","85.00",0,0,"3. Hispanic",,1290
"1","0000","matched (3)",57,0,3.726667,3.833333,3.886525,"Teaneck","NJ","","Teaneck","NJ","","92.00",0,0,"2. Unknown",28,
"2","EDU","matched (3)",23,0,4,4,4,"Woodmere","NY","","Uniondale","NY","","91.00",0,0,"8. White",,1210
"2","MAN","master only (1)",57,0,2.766667,2.833333,3,"Lawrence","NY","","Hewlett Bay Park","NY","","80.73",0,0,"2. Unknown",19,
"1","0000","master only (1)",125,0,3.69697,3.666667,3.69697,"Teaneck","NJ","","New York","NY","","89.08",0,0,"8. White",,1390
"1","MAT","matched (3)",34,"master only (1)",3.791667,3.833333,3.846154,"Great Neck","NY","","New York","NY","","95.00",0,0,"2. Unknown",36,
"1","0000","master only (1)",17,0,3.452145,3.5,3.652582,"Beachwood","OH","","Beachwood","OH","","95.00",0,0,"8. White",28,
"2","BUS","matched (3)",86,0,3.861472,3.904762,3.844961,"Woodmere","NY","","Hewlett Bay Park","NY","","95.77",0,0,"8. White",,1360
"2","MAN","master only (1)",69,0,3.606061,3.555556,3.606061,"Brooklyn","NY","","Brooklyn","NY","","74.00",0,0,"2. Unknown",,1080
"1","0000","matched (3)",76,0,3.634921,3.880952,3.849462,"Passaic","NJ","","Elizabeth","NJ","","90.00",0,0,"3. Hispanic",,1150
"2","0000","matched (3)",30,0,3.708738,3.666667,3.766667,"Rochester","NY","","","","","86.17",0,0,"8. White",,1050
"1","0000","matched (3)",33,0,3.306123,3.25,3.37037,"Houston","TX","","Houston","TX","","82.00",0,0,"8. White",,1160
"1","MAN","master only (1)",65,"master only (1)",3.611594,3.8,3.766667,"New York","NY","","Brooklyn","NY","","76.50",0,0,"2. Unknown",20,
"1","0000","matched (3)",57,0,3.884211,3.933333,3.966667,"Miami Beach","FL","","Miami Beach","FL","","92.00",0,0,"8. White",33,
"1","0000","matched (3)",46,0,3.728758,3.809524,3.75,"Philadelphia","PA","","Philadelphia","PA","","90.33",0,0,"8. White",,1400
"1","BUS","master only (1)",58,0,3.363128,3.8125,3.746032,"London","","UNITED KINGDOM","","","","33",0,0,"1. Non Resident Alien",,
"1","MAN","master only (1)",52,0,2.559829,2.5625,2.37931,"Jamaica","NY","","Uniondale","NY","","",0,0,"2. Unknown",,
"2","BIO","master only (1)",53,0,3.216216,4,3.147059,"Brooklyn","NY","","Brooklyn","NY","","93.00",0,0,"8. White",23,1140
"2","SHA","matched (3)",17,0,3.930876,3.947368,3.947368,"Evanston","IL","","Chicago","IL","","91.00",0,0,"8. White",,1370
"1","ACC","matched (3)",15,0,3.82263,4,3.884615,"West Hempstead","NY","","Woodmere","NY","","91",1,0,"8. White",26,
"1","0000","master only (1)",17,0,3.702381,3.928571,3.702381,"Newtown","PA","","Philadelphia","PA","","91.00",0,0,"8. White",,1340
"1","0000","master only (1)",80,0,2.411003,3.128205,2.946667,"Panama","","PANAMA",".","","PANAMA","333.00",0,0,"1. Non Resident Alien",,
"2","0000","matched (3)",64,0,3.692557,3.733333,3.666667,"Southfield","MI","","Southfield","MI","","90.00",0,0,"8. White",,1130
"1","COM","master only (1)",94,0,3.592233,3.666667,3.637255,"Saint Louis","MO","","","","","94.00",0,0,"8. White",29,
"2","BIO","master only (1)",63,0,3.984848,4,3.984848,"Highland Park","NJ","","Livingston","NJ","","90.00",0,0,"8. White",31,
"2","BIO","matched (3)",34,0,3.920139,3.9375,3.941176,"Teaneck","NJ","","Teaneck","NJ","","92.00",0,0,"8. White",,1410
"1","POL","matched (3)",57,0,4,4,4,"Woodmere","NY","","Woodmere","NY","","96.00",0,0,"8. White",,1480
"1","0000","matched (3)",34,0,3.970696,4,3.949495,"Spring Valley","NY","","Riverdale","NY","","94.00",0,0,"8. White",31,
"2","0000","matched (3)",46,0,3.903427,3.916667,3.961905,"Brooklyn","NY","","Hewlett Bay Park","NY","","95.00",0,0,"8. White",,1370
"1","0000","matched (3)",57,0,3.96337,4,3.927083,"West Hempstead","NY","","Woodmere","NY","","95.42",0,0,"8. White",31,
"1","MAT","matched (3)",57,0,3.459547,3.928571,3.679012,"West Hempstead","NY","","Woodmere","NY","","94.05",0,0,"8. White",36,
"1","BUS","matched (3)",64,0,3.802867,3.75,3.790123,"Denver","CO","","","","","84.00",0,0,"8. White",21,
"1","BUS","master only (1)",14,0,2.923077,3.333333,3.208333,"Woodmere","NY","","Woodmere","NY","","83.00",0,0,"8. White",22,
"1","BUS","master only (1)",69,0,3.588235,3.588235,3.588235,"Woodmere","NY","","Woodmere","NY","","94.92",0,0,"8. White",31,
"2","ECO","matched (3)",53,0,3.554622,4,3.818182,"Thornhill","ON","CANADA","Downsview","ON","CANADA","84.7",0,0,"1. Non Resident Alien",24,
"1","0000","master only (1)",77,0,3.375,3.25,3.375,"Flushing","NY","","New York","NY","","91.00",0,0,"8. White",,1390
"1","JST","matched (3)",25,0,3.423077,4,3.40625,"New York","NY","","Forest Hills","NY","","74.00",0,0,"8. White",23,
"1","BUS","matched (3)",34,0,3.329787,4,3.414141,"Silver Spring","MD","","Rockville","MD","","88.00",0,0,"8. White",,1300
"2","EDU","matched (3)",46,0,3.424837,3.266667,3.466667,"East Brunswick","NJ","","Teaneck","NJ","","85.00",0,0,"8. White",22,
"2","BIO","matched (3)",34,0,3.67037,3.6875,3.735294,"Kew Gardens","NY","","Hewlett Bay Park","NY","","93.00",0,0,"8. White",32,
"1","BUS","matched (3)",69,0,3.663194,3.866667,3.71875,"Great Neck","NY","","Great Neck","NY","","87.03",0,0,"8. White",,1390
"1","0000","matched (3)",46,0,3.915789,3.933333,3.931035,"Teaneck","NJ","","Teaneck","NJ","","94.00",0,0,"8. White",32,
"2","HIS","matched (3)",50,0,3.787546,3.692308,3.75,"Brooklyn","NY","","New York","NY","","86.10",0,0,"8. White",,1220
"1","BUS","master only (1)",0,0,2.365079,2.444444,2.365079,"Raanana","","ISRAEL","","","","87.00",0,0,"1. Non Resident Alien",,
"1","COM","master only (1)",91,"master only (1)",2.931217,2.990476,3.15847,"Kfar Tavor","","ISRAEL","","","","74.61",0,0,"1. Non Resident Alien",,
"2","0000","matched (3)",9,0,3.576923,4,3.484848,"Sharon","MA","","Brookline","MA","","86.00",0,0,"8. White",,1080
"1","0000","matched (3)",80,0,3.820513,4,3.645161,"Chicago","IL","","Skokie","IL","","90.00",0,0,"8. White",26,
"1","POL","matched (3)",92,0,3.923913,3.764706,3.882353,"Sherman Oaks","CA","","Valley Village","CA","","93.00",0,0,"8. White",,1500
"2","0000","master only (1)",76,0,3.250737,3.4,3.5625,"Great Neck","NY","","Cedarhurst","NY","","86.00",0,0,"8. White",26,
"2","0000","matched (3)",57,0,3.556634,3.333333,3.5,"Woodmere","NY","","Hewlett Bay Park","NY","","86.00",0,0,"8. White",21,
"2","0000","matched (3)",0,0,3.951456,3.666667,3.944444,"Thornhill","ON","CANADA","Downsview","ON","CANADA","88.00",0,0,"8. White",22,
"2","0000","matched (3)",57,0,3.808511,4,3.896825,"Teaneck","NJ","","Paramus","NJ","","89.76",0,0,"8. White",31,
"1","ACC","matched (3)",69,0,3.206349,3.153846,2.896552,"Los Angeles","CA","","Los Angeles","CA","","84.00",0,0,"8. White",,1070
"1","BUS","matched (3)",62,0,2.970874,3.215686,3.254902,"Milano","","ITALY","Israel","","ISRAEL","83.06",0,0,"1. Non Resident Alien",,1250
"1","HIS","matched (3)",69,0,3.820513,4,4,"Woodmere","NY","","Cedarhurst","NY","","96.70",0,0,"8. White",,1500
"2","PSY","master only (1)",69,0,3.733333,3.733333,3.733333,"Teaneck","NJ","","Paramus","NJ","","90.37",0,0,"2. Unknown",26,
"2","PSY","matched (3)",62,"master only (1)",3.318182,3.6,3.233333,"Valley Stream","NY","","Hewlett","NY","","90.06",0,0,"2. Unknown",23,
